category,filename,snr,psnr_denoised,ssim_denoised,mse_denoised,psnr_noisy,ssim_noisy,mse_noisy,psnr_improvement,ssim_improvement
Frank,Frank_-10dB_109.png,-10,11.54422199249816,0.0034363739306703823,4556.781050701531,18.713967848072368,0.1251204032938797,874.3465003188776,-7.169745855574208,-0.12168402936320931
Frank,Frank_-10dB_11.png,-10,11.505202226306873,0.003955093047312185,4597.906529017857,20.30930992750715,0.07749670137175799,605.5491071428571,-8.804107701200278,-0.0735416083244458
Frank,Frank_-10dB_110.png,-10,11.582270070501012,0.0030316669206232453,4517.033940529337,19.41243282605138,0.06288288374947716,744.4526466836735,-7.830162755550367,-0.059851216828853915
Frank,Frank_-10dB_111.png,-10,11.540833026249118,0.0038884607831035384,4560.338269292092,19.038384174294553,0.036322497065279805,811.4129663584183,-7.497551148045435,-0.03243403628217627
Frank,Frank_-10dB_112.png,-10,11.546588452325047,0.0033173211337657604,4554.298748405612,18.137075266765315,0.03810441438227988,998.5569395727041,-6.590486814440268,-0.03478709324851412
Frank,Frank_-10dB_113.png,-10,11.566707937484438,0.004141105280792988,4533.2489237882655,17.82476202314739,0.02626947414156946,1073.0109614158164,-6.258054085662952,-0.02212836886077647
Frank,Frank_-10dB_114.png,-10,11.491254008529479,0.003678191474055766,4612.697345344388,18.279925111277922,0.03190251401070697,966.2463129783164,-6.788671102748443,-0.028224322536651206
Frank,Frank_-10dB_115.png,-10,11.483151248582875,0.003153207139335493,4621.3114237882655,16.68958102120677,0.028499912727186872,1393.5490473533164,-5.2064297726238955,-0.02534670558785138
Frank,Frank_-10dB_116.png,-10,12.062460884912959,0.03990282963817776,4044.2153419961733,18.3134503063664,0.04476585468970157,958.8161272321429,-6.25098942145344,-0.004863025051523806
Frank,Frank_-10dB_117.png,-10,11.568214881447814,0.0038727592534119355,4531.676219706633,19.866504822351803,0.07618924763579427,670.5480110012755,-8.29828994090399,-0.07231648838238233
Frank,Frank_-10dB_118.png,-10,11.500041602276598,0.002404178413966567,4603.373365752551,18.446317654625542,0.039785245096972746,929.926438934949,-6.946276052348944,-0.03738106668300618
Frank,Frank_-10dB_119.png,-10,11.516171008207092,0.0033387995104931264,4586.308454241072,17.76868645566234,0.05951667834049403,1086.955377072704,-6.252515447455249,-0.05617787883000091
